target_subtype,target_label,target_samples,other_samples,mRNA_features,uploadable_positive_genes,scipy_ttest_available,output_dir
HER2-enriched,2,46,829,1000,468,False,G:\TRIGEL\下游实验分析\results\09_enrichment_gene_lists\20260628_202142
