rank,feature_index,target_label,target_subtype,target_n,other_n,target_mean,other_mean,target_minus_others,specificity_z,p_value,fdr,feature_name,gene_symbol,entrez_id
236,855,2,HER2-enriched,46,829,0.5789812241235606,0.5612960640051857,0.017685160118374843,0.4424392151758283,,,SRPK1|6732,SRPK1,6732
237,239,2,HER2-enriched,46,829,0.5176802512673142,0.4963157175538972,0.02136453371341701,0.43971978228239,,,CTPS|1503,CTPS,1503
238,644,2,HER2-enriched,46,829,0.4805299961120492,0.46568463867379656,0.01484535743825266,0.43734421237319565,,,PAK1IP1|55003,PAK1IP1,55003
239,555,2,HER2-enriched,46,829,0.597316784009819,0.570980938659363,0.026335845350456077,0.43246361477665013,,,MCM4|4173,MCM4,4173
240,792,2,HER2-enriched,46,829,0.5720257051032082,0.5595386542386478,0.012487050864560367,0.4316627525247251,,,SEPHS1|22929,SEPHS1,22929
241,205,2,HER2-enriched,46,829,0.31597970367403944,0.2774505020208179,0.038529201653221545,0.43138594251554374,,,CHRNA5|1138,CHRNA5,1138
242,160,2,HER2-enriched,46,829,0.4455189948245673,0.42956704124946476,0.01595195357510254,0.4307286515888332,,,CCDC99|54908,CCDC99,54908
243,963,2,HER2-enriched,46,829,0.5168176965348078,0.5062438810368041,0.010573815498003736,0.43029310045982544,,,UTP11L|51118,UTP11L,51118
244,937,2,HER2-enriched,46,829,0.5306197110081033,0.5143980430754603,0.016221667932643014,0.4300638300097356,,,TTC7A|57217,TTC7A,57217
245,107,2,HER2-enriched,46,829,0.3351491675010503,0.3047524205699704,0.03039674693107991,0.4296865131516183,,,C1orf135|79000,C1ORF135,79000
246,87,2,HER2-enriched,46,829,0.39461916935460706,0.36788174454053696,0.0267374248140701,0.42748548565074557,,,C11orf82|220042,C11ORF82,220042
247,723,2,HER2-enriched,46,829,0.4170997138608743,0.3857077557617968,0.03139195809907752,0.4270649945603105,,,RAD51AP1|10635,RAD51AP1,10635
248,382,2,HER2-enriched,46,829,0.4972314275936159,0.46532099445161595,0.03191043314199993,0.4261293446835313,,,GGH|8836,GGH,8836
249,401,2,HER2-enriched,46,829,0.5414950321823059,0.5104485570256425,0.031046475156663367,0.4242231040991535,,,GPR160|26996,GPR160,26996
250,954,2,HER2-enriched,46,829,0.49571528830146855,0.4773439997064643,0.018371288595004254,0.41901106960527407,,,UCK2|7371,UCK2,7371
251,756,2,HER2-enriched,46,829,0.5106250701868236,0.49310259424168834,0.01752247594513523,0.41861182329324836,,,RIPK2|8767,RIPK2,8767
252,429,2,HER2-enriched,46,829,0.5119790019614979,0.498669157859925,0.013309844101572932,0.41751492808488877,,,HSPA14|51182,HSPA14,51182
253,689,2,HER2-enriched,46,829,0.3471124582712677,0.28949846627820314,0.05761399199306455,0.41657747490947145,,,PPP1R14C|81706,PPP1R14C,81706
254,482,2,HER2-enriched,46,829,0.47998841208757836,0.44466239425092646,0.0353260178366519,0.41560263544139675,,,KIF23|9493,KIF23,9493
255,54,2,HER2-enriched,46,829,0.5988042050677006,0.5825971242680502,0.016207080799650386,0.4140048649993541,,,ATP1B3|483,ATP1B3,483
256,129,2,HER2-enriched,46,829,0.3886896434043717,0.3636728057479217,0.025016837656449964,0.4121203317363425,,,C9orf100|84904,C9ORF100,84904
257,179,2,HER2-enriched,46,829,0.4155476744923455,0.37743432965450285,0.03811334483784262,0.41181987779345375,,,CDCA3|83461,CDCA3,83461
258,878,2,HER2-enriched,46,829,0.38401471113355296,0.3708882049059169,0.013126506227636059,0.41028159003770104,,,TAF5|6877,TAF5,6877
259,455,2,HER2-enriched,46,829,0.27915486104479337,0.22587912885859712,0.053275732186196245,0.4070331512271732,,,KCNG1|3755,KCNG1,3755
260,629,2,HER2-enriched,46,829,0.43062116531260014,0.3844358567176087,0.046185308594991425,0.4067450665774671,,,NUF2|83540,NUF2,83540
261,877,2,HER2-enriched,46,829,0.5221599332446196,0.5108625923147678,0.011297340929851796,0.40620580086566127,,,TAF11|6882,TAF11,6882
262,839,2,HER2-enriched,46,829,0.4939143245066702,0.47763306227247765,0.016281262234192573,0.4055283024361845,,,SNRPA1|6627,SNRPA1,6627
263,691,2,HER2-enriched,46,829,0.5400703827779274,0.5090621000467278,0.0310082827311996,0.40492924780479345,,,PRC1|9055,PRC1,9055
264,177,2,HER2-enriched,46,829,0.42255422379194896,0.39615167587277655,0.026402547919172403,0.40362817150379604,,,CDC7|8317,CDC7,8317
265,128,2,HER2-enriched,46,829,0.49004014711645305,0.4748421072700288,0.01519803984642426,0.40344776331700666,,,C8orf76|84933,C8ORF76,84933
266,303,2,HER2-enriched,46,829,0.5287827389151807,0.5135810457044804,0.015201693210700307,0.39392389779509335,,,ENY2|56943,ENY2,56943
267,171,2,HER2-enriched,46,829,0.5671902732115457,0.5550587828275516,0.012131490383994081,0.3928397915229999,,,CDC123|8872,CDC123,8872
268,735,2,HER2-enriched,46,829,0.5131045320719401,0.46826925511016604,0.04483527696177403,0.3918874936784901,,,RARRES1|5918,RARRES1,5918
269,190,2,HER2-enriched,46,829,0.5848123077715175,0.5468453084645989,0.0379669993069186,0.39143213948243843,,,CENPF|1063,CENPF,1063
270,178,2,HER2-enriched,46,829,0.38064189124164327,0.34336032855961635,0.037281562682026925,0.3896459680919809,,,CDCA2|157313,CDCA2,157313
271,336,2,HER2-enriched,46,829,0.35926046732682,0.3196404987291973,0.03961996859762268,0.38917471416675314,,,FAM64A|54478,FAM64A,54478
272,609,2,HER2-enriched,46,829,0.5010752284542781,0.48925278760430946,0.01182244084996864,0.3864254663396871,,,NIP7|51388,NIP7,51388
273,370,2,HER2-enriched,46,829,0.15235059126814826,0.10412009558049634,0.04823049568765192,0.38535503431656276,,,GABBR2|9568,GABBR2,9568
274,49,2,HER2-enriched,46,829,0.5107303943713464,0.49112307594547605,0.019607318425870324,0.38534784027213886,,,ASNS|440,ASNS,440
275,741,2,HER2-enriched,46,829,0.524894578932146,0.49504674951951055,0.029847829412635418,0.3848606405497288,,,RDH10|157506,RDH10,157506
276,153,2,HER2-enriched,46,829,0.25321543565043947,0.22565421796177632,0.027561217688663153,0.3839983300395166,,,CCDC150|284992,CCDC150,284992
277,354,2,HER2-enriched,46,829,0.5636951922824448,0.5487282117677822,0.014966980514662609,0.37633744484352244,,,FLAD1|80308,FLAD1,80308
278,673,2,HER2-enriched,46,829,0.28692164701675443,0.25444118288221934,0.03248046413453509,0.3742943802239995,,,PIF1|80119,PIF1,80119
279,441,2,HER2-enriched,46,829,0.6767416714084206,0.6641118636431891,0.012629807765231482,0.37365967519710414,,,ILF2|3608,ILF2,3608
280,726,2,HER2-enriched,46,829,0.38233782169236874,0.3460482670682535,0.03628955462411526,0.3714782278813203,,,RAD54L|8438,RAD54L,8438
281,306,2,HER2-enriched,46,829,0.40030524203005874,0.36506302180383765,0.03524222022622109,0.3706906540239246,,,EPHB6|2051,EPHB6,2051
282,525,2,HER2-enriched,46,829,0.5364085375540274,0.5148462869507425,0.02156225060328487,0.3705045053992051,,,LPIN1|23175,LPIN1,23175
283,981,2,HER2-enriched,46,829,0.5529681237251416,0.5402331819601853,0.012734941764956265,0.36815421834607903,,,YEATS2|55689,YEATS2,55689
284,906,2,HER2-enriched,46,829,0.1454440328818524,0.11534160324781727,0.03010242963403513,0.36734692871556257,,,TMEM171|134285,TMEM171,134285
285,725,2,HER2-enriched,46,829,0.40189685604429676,0.37857754422564327,0.023319311818653488,0.3666770140521695,,,RAD54B|25788,RAD54B,25788
286,266,2,HER2-enriched,46,829,0.5889717183348532,0.5768700517951102,0.012101666539742983,0.36632228709336645,,,DKC1|1736,DKC1,1736
287,443,2,HER2-enriched,46,829,0.12798348730910494,0.08917907632315909,0.03880441098594585,0.36543643898605377,,,INA|9118,INA,9118
288,739,2,HER2-enriched,46,829,0.5200223457855554,0.5013346302220237,0.01868771556353166,0.36184399052807625,,,RBM38|55544,RBM38,55544
289,77,2,HER2-enriched,46,829,0.5292663788298915,0.5182667445312703,0.010999634298621164,0.3597686095793544,,,BRIX1|55299,BRIX1,55299
290,949,2,HER2-enriched,46,829,0.5388609037160627,0.5171125782221424,0.02174832549392025,0.3592739472382312,,,UBE2E3|10477,UBE2E3,10477
291,599,2,HER2-enriched,46,829,0.5529949797373509,0.5395942283910968,0.01340075134625407,0.3581876659715764,,,NCK2|8440,NCK2,8440
292,503,2,HER2-enriched,46,829,0.5424703624189763,0.5249563435548672,0.017514018864109082,0.3574050487434985,,,LBR|3930,LBR,3930
293,274,2,HER2-enriched,46,829,0.5262145488765292,0.5158638813807169,0.01035066749581226,0.3567226572748678,,,DNAJC2|27000,DNAJC2,27000
294,310,2,HER2-enriched,46,829,0.24437270076994425,0.20751049938667496,0.03686220138326929,0.3552395383113065,,,ESYT3|83850,ESYT3,83850
295,117,2,HER2-enriched,46,829,0.5760818924050664,0.5569790813467387,0.019102811058327673,0.35487643252031814,,,C4orf34|201895,C4ORF34,201895
296,284,2,HER2-enriched,46,829,0.4104207606121197,0.3890374222991943,0.021383338312925382,0.35428759606236,,,DSCC1|79075,DSCC1,79075
297,890,2,HER2-enriched,46,829,0.4899090774683788,0.479363397995817,0.010545679472561797,0.3531854210213556,,,TEX10|54881,TEX10,54881
298,554,2,HER2-enriched,46,829,0.6221528430423487,0.6095923040550527,0.012560538987296033,0.35052551264098364,,,MCM3|4172,MCM3,4172
299,940,2,HER2-enriched,46,829,0.5066276770369814,0.48960694081083395,0.01702073622614747,0.3490378179042817,,,TTLL4|9654,TTLL4,9654
300,628,2,HER2-enriched,46,829,0.5352249265599467,0.5220895096216945,0.013135416938252154,0.3479423276635814,,,NUDT5|11164,NUDT5,11164
301,549,2,HER2-enriched,46,829,0.4734371403441615,0.46017557756785077,0.013261562776310742,0.34451694426770607,,,MASTL|84930,MASTL,84930
302,390,2,HER2-enriched,46,829,0.6244094411013044,0.6129478674689863,0.011461573632318034,0.34295396784686333,,,GLT25D1|79709,GLT25D1,79709
303,744,2,HER2-enriched,46,829,0.550722155734649,0.513001365613555,0.03772079012109397,0.34282735013551524,,,REEP6|92840,REEP6,92840
304,442,2,HER2-enriched,46,829,0.4860857180038338,0.4645431699424745,0.0215425480613593,0.3422460155709382,,,IMPA2|3613,IMPA2,3613
305,412,2,HER2-enriched,46,829,0.5735231557821526,0.5618940163903131,0.011629139391839516,0.33854725739121927,,,GTPBP4|23560,GTPBP4,23560
306,425,2,HER2-enriched,46,829,0.25944466790457144,0.22496133504996155,0.03448333285460989,0.3384237352273823,,,HPDL|84842,HPDL,84842
307,511,2,HER2-enriched,46,829,0.5704229890134112,0.5495820199599146,0.020840969053496528,0.3373394999988509,,,LMO4|8543,LMO4,8543
308,393,2,HER2-enriched,46,829,0.5267393866758203,0.5182140132560844,0.008525373419735915,0.3370686698322857,,,GOLGA1|2800,GOLGA1,2800
309,260,2,HER2-enriched,46,829,0.15258128972142954,0.12381979346494601,0.028761496256483526,0.3351831753604398,,,DDN|23109,DDN,23109
310,201,2,HER2-enriched,46,829,0.4307992041854257,0.41560788814257865,0.01519131604284707,0.3348817452454637,,,CHEK2|11200,CHEK2,11200
311,740,2,HER2-enriched,46,829,0.3229783574983845,0.29098401425734144,0.031994343241043055,0.33138768640450816,,,RCOR2|283248,RCOR2,283248
312,219,2,HER2-enriched,46,829,0.25396580019619625,0.21829329786927545,0.03567250232692079,0.3281597287440642,,,CNGA1|1259,CNGA1,1259
313,595,2,HER2-enriched,46,829,0.5916117688842208,0.5780326800963996,0.013579088787821214,0.327567544046718,,,NCAPD2|9918,NCAPD2,9918
314,664,2,HER2-enriched,46,829,0.07997723035919792,0.05205172837364124,0.027925501985556676,0.3234785693319296,,,PGLYRP4|57115,PGLYRP4,57115
315,871,2,HER2-enriched,46,829,0.4179054526490741,0.3871352844218761,0.03077016822719797,0.32295476089941433,,,SYT17|51760,SYT17,51760
316,439,2,HER2-enriched,46,829,0.264588041512181,0.227055166378437,0.03753287513374401,0.3179226389793513,,,IL12RB2|3595,IL12RB2,3595
317,360,2,HER2-enriched,46,829,0.6593310407491587,0.6087010825743399,0.050629958174818857,0.31777722300769107,,,FOXA1|3169,FOXA1,3169
318,14,2,HER2-enriched,46,829,0.565722539400127,0.5549961808911443,0.010726358508982625,0.3156005117366782,,,ACTL6A|86,ACTL6A,86
319,9,2,HER2-enriched,46,829,0.398172516297333,0.37461352030228856,0.023558995995044463,0.3150167741615843,,,ABTB2|25841,ABTB2,25841
320,480,2,HER2-enriched,46,829,0.38967473767702937,0.35385316912787695,0.035821568549152416,0.3144136880952216,,,KIF18B|146909,KIF18B,146909
321,48,2,HER2-enriched,46,829,0.4780718573786537,0.4365930953399009,0.04147876203875278,0.3122063502103766,,,AR|367,AR,367
322,421,2,HER2-enriched,46,829,0.051264460151849704,0.0372810158284013,0.013983444323448405,0.31111022154218326,,,HIST1H2AH|85235,HIST1H2AH,85235
323,717,2,HER2-enriched,46,829,0.08721999827766463,0.06980425445438349,0.01741574382328115,0.3104132929159182,,,PTTG3P|26255,PTTG3P,26255
324,969,2,HER2-enriched,46,829,0.41700656747617354,0.40243636888720397,0.014570198588969574,0.3047231922173509,,,WDR67|93594,WDR67,93594
325,695,2,HER2-enriched,46,829,0.42159221463341623,0.41031541578166486,0.011276798851751368,0.29980800231417115,,,PRIM2|5558,PRIM2,5558
326,187,2,HER2-enriched,46,829,0.5662610730058142,0.5503474419052443,0.01591363110056987,0.29838091193320226,,,CEBPB|1051,CEBPB,1051
327,270,2,HER2-enriched,46,829,0.06143090525121173,0.040757314321562155,0.020673590929649578,0.2978064660332476,,,DMRTA2|63950,DMRTA2,63950
328,113,2,HER2-enriched,46,829,0.47305959240756434,0.4561294482015878,0.01693014420597655,0.29215668518189675,,,C2orf55|343990,C2ORF55,343990
329,209,2,HER2-enriched,46,829,0.5358069745784036,0.5265714392308238,0.009235535347579815,0.2913794555736265,,,CIRH1A|84916,CIRH1A,84916
330,26,2,HER2-enriched,46,829,0.5905380167906745,0.5779851859856716,0.012552830805002912,0.29115635374469767,,,AMD1|262,AMD1,262
331,62,2,HER2-enriched,46,829,0.43771715858212723,0.4137529898136077,0.023964168768519534,0.28844145155714407,,,B3GNT5|84002,B3GNT5,84002
332,794,2,HER2-enriched,46,829,0.6945337051771899,0.687343958900175,0.007189746277014963,0.284400073526021,,,SERBP1|26135,SERBP1,26135
333,79,2,HER2-enriched,46,829,0.47785272850508853,0.46087731026797746,0.016975418237111073,0.2819287501631481,,,BTG3|10950,BTG3,10950
334,923,2,HER2-enriched,46,829,0.4913559164382487,0.47581426339327726,0.01554165304497146,0.28071435202925854,,,TRIM3|10612,TRIM3,10612
335,625,2,HER2-enriched,46,829,0.5076287044543055,0.49701469607915955,0.010614008375145978,0.26633384662043885,,,NUDCD1|84955,NUDCD1,84955
336,236,2,HER2-enriched,46,829,0.45023352829723484,0.4325287231306194,0.017704805166615434,0.26505519743408196,,,CSRP2|1466,CSRP2,1466
337,946,2,HER2-enriched,46,829,0.49473921774825647,0.47523924872316226,0.01949996902509421,0.2645965678412685,,,TYMS|7298,TYMS,7298
338,978,2,HER2-enriched,46,829,0.5724151488288534,0.5632146829939823,0.009200465834871108,0.26275142139533836,,,XPO5|57510,XPO5,57510
339,534,2,HER2-enriched,46,829,0.22424595447837714,0.18153572991527217,0.04271022456310497,0.26059570019327105,,,LY6D|8581,LY6D,8581
340,710,2,HER2-enriched,46,829,0.25643272852792626,0.21829917604376203,0.038133552484164224,0.25885888616000285,,,PTCHD1|139411,PTCHD1,139411
341,798,2,HER2-enriched,46,829,0.5951586987464338,0.5895442845709634,0.0056144141754703725,0.258303536915998,,,SF3A3|10946,SF3A3,10946
342,632,2,HER2-enriched,46,829,0.51584422590227,0.5003542087181182,0.015490017184151772,0.2567856958983197,,,NXN|64359,NXN,64359
343,603,2,HER2-enriched,46,829,0.43638650150881836,0.42699289444779104,0.00939360706102732,0.25500442199730305,,,NDUFAF4|29078,NDUFAF4,29078
344,750,2,HER2-enriched,46,829,0.12217381508705141,0.10224122657611075,0.019932588510940666,0.25277334403498164,,,RGS20|8601,RGS20,8601
345,262,2,HER2-enriched,46,829,0.6269235413961369,0.6167675770869757,0.010155964309161214,0.2521498194152452,,,DEK|7913,DEK,7913
346,35,2,HER2-enriched,46,829,0.417053860264985,0.39905233133495155,0.018001528930033428,0.2497199766401263,,,ANKS6|203286,ANKS6,203286
347,584,2,HER2-enriched,46,829,0.4558931501058216,0.44175222553625937,0.01414092456956223,0.24895873160685184,,,MTHFD1L|25902,MTHFD1L,25902
348,374,2,HER2-enriched,46,829,0.22037277470754726,0.19016680663562965,0.03020596807191761,0.24372237887767448,,,GAL|51083,GAL,51083
349,431,2,HER2-enriched,46,829,0.5190729773475917,0.5081793222313932,0.010893655116198553,0.24068317439552658,,,IFRD1|3475,IFRD1,3475
350,575,2,HER2-enriched,46,829,0.3151275893511184,0.2938290119235149,0.021298577427603493,0.24019704280341195,,,MPP6|51678,MPP6,51678
351,328,2,HER2-enriched,46,829,0.5625779067204363,0.5473807305600061,0.015197176160430148,0.23754055063578647,,,FAM174B|400451,FAM174B,400451
352,577,2,HER2-enriched,46,829,0.543998593204068,0.534792770486587,0.009205822717480938,0.23722849960270503,,,MRPL15|29088,MRPL15,29088
353,970,2,HER2-enriched,46,829,0.5230213818468493,0.5165349748293033,0.006486407017545992,0.2361215804471964,,,WDR77|79084,WDR77,79084
354,413,2,HER2-enriched,46,829,0.3886726080833807,0.38206210854726547,0.006610499536115255,0.23343626650187044,,,GTPBP8|29083,GTPBP8,29083
355,259,2,HER2-enriched,46,829,0.560019821097482,0.5498209465770569,0.010198874520425116,0.23168358068766223,,,DCAF13|25879,DCAF13,25879
356,69,2,HER2-enriched,46,829,0.4545835848303446,0.4212395370175972,0.03334404781274741,0.23036802428447267,,,BCAS1|8537,BCAS1,8537
357,991,2,HER2-enriched,46,829,0.03911016749622606,0.026571993345615785,0.012538174150610277,0.22987534720611907,,,ZNF280A|129025,ZNF280A,129025
358,583,2,HER2-enriched,46,829,0.4831158943248077,0.4743752524292078,0.008740641895599921,0.22363133147126726,,,MTERFD1|51001,MTERFD1,51001
359,185,2,HER2-enriched,46,829,0.40497023213575245,0.38251540236606396,0.02245482976968849,0.22296052024161198,,,CDKN2A|1029,CDKN2A,1029
360,88,2,HER2-enriched,46,829,0.05788246905712595,0.04023874617492372,0.01764372288220223,0.2228362479461154,,,C11orf86|254439,C11ORF86,254439
361,13,2,HER2-enriched,46,829,0.43829531254820214,0.415226600706566,0.02306871184163617,0.2182521617385643,,,ACOX2|8309,ACOX2,8309
362,951,2,HER2-enriched,46,829,0.5454831995390211,0.5378270722468982,0.0076561272921229495,0.2180775219913832,,,UBE2V2|7336,UBE2V2,7336
363,134,2,HER2-enriched,46,829,0.3846346728354342,0.3752415455752949,0.0093931272601393,0.21624545716832302,,,C9orf40|55071,C9ORF40,55071
364,288,2,HER2-enriched,46,829,0.1930730917039847,0.16817120819873443,0.024901883505250272,0.21511443924177437,,,DUSP9|1852,DUSP9,1852
365,373,2,HER2-enriched,46,829,0.5886244112755344,0.5766792518031939,0.011945159472340539,0.21469406903079663,,,GALNT10|55568,GALNT10,55568
366,762,2,HER2-enriched,46,829,0.5843567810930215,0.5776942733869547,0.0066625077060668,0.21453970633624653,,,RNF103|7844,RNF103,7844
367,738,2,HER2-enriched,46,829,0.48164092146652865,0.47581492922542645,0.005825992241102196,0.21378687298779003,,,RBM28|55131,RBM28,55131
368,770,2,HER2-enriched,46,829,0.55616382798445,0.5501801231970579,0.0059837047873920746,0.21047158756868117,,,RRP1B|23076,RRP1B,23076
369,540,2,HER2-enriched,46,829,0.492326116506349,0.48519276003769446,0.007133356468654539,0.20993491020035174,,,MAGOH|4116,MAGOH,4116
370,672,2,HER2-enriched,46,829,0.2315227513970948,0.19729343772019117,0.03422931367690363,0.2093864565720342,,,PI3|5266,PI3,5266
371,752,2,HER2-enriched,46,829,0.18087013260261345,0.15336357599738398,0.027506556605229465,0.20921044976455846,,,RHCG|51458,RHCG,51458
372,804,2,HER2-enriched,46,829,0.08162509360167637,0.06439551719403651,0.017229576407639863,0.20807885913219687,,,SH3GL3|6457,SH3GL3,6457
373,436,2,HER2-enriched,46,829,0.2108578074740437,0.193639294218694,0.017218513255349704,0.20586246549409556,,,IGF2BP3|10643,IGF2BP3,10643
374,820,2,HER2-enriched,46,829,0.11519817380518166,0.09501669900239337,0.020181474802788285,0.200058795569284,,,SLC26A9|115019,SLC26A9,115019
375,964,2,HER2-enriched,46,829,0.25956405283674444,0.2248186647913814,0.034745388045363035,0.19820033876881865,,,VGLL1|51442,VGLL1,51442
376,321,2,HER2-enriched,46,829,0.4246361425240973,0.41550988567044334,0.00912625685365398,0.19810619486285996,,,FAM123B|139285,FAM123B,139285
377,947,2,HER2-enriched,46,829,0.38294495199489575,0.37031065754970216,0.012634294445193595,0.19602805861968256,,,UBASH3B|84959,UBASH3B,84959
378,711,2,HER2-enriched,46,829,0.5952394233088816,0.5878806210220228,0.007358802286858812,0.19554632170854278,,,PTDSS1|9791,PTDSS1,9791
379,241,2,HER2-enriched,46,829,0.23961420272281017,0.21661448571249184,0.022999717010318332,0.19213632424387775,,,CXCL1|2919,CXCL1,2919
380,106,2,HER2-enriched,46,829,0.4378736323307875,0.42905388893356344,0.008819743397224078,0.19067457544800762,,,C1orf112|55732,C1ORF112,55732
381,406,2,HER2-enriched,46,829,0.4906308669940276,0.4811512146344564,0.009479652359571156,0.18351698067318506,,,GPSM2|29899,GPSM2,29899
382,753,2,HER2-enriched,46,829,0.5614215542364243,0.5563937462450331,0.005027807991391131,0.18325870979806289,,,RHEB|6009,RHEB,6009
383,81,2,HER2-enriched,46,829,0.4925142610141891,0.4852487592628332,0.0072655017513559295,0.179495772692345,,,BYSL|705,BYSL,705
384,386,2,HER2-enriched,46,829,0.4069089867417863,0.39400666991551136,0.012902316826274962,0.1794554269673326,,,GINS4|84296,GINS4,84296
385,676,2,HER2-enriched,46,829,0.6428707877272735,0.6354669032100705,0.007403884517202974,0.1775653917307264,,,PLOD1|5351,PLOD1,5351
386,418,2,HER2-enriched,46,829,0.7072786133677921,0.7005665012534324,0.006712112114359625,0.17546987422518093,,,HDGF|3068,HDGF,3068
387,862,2,HER2-enriched,46,829,0.5695769048857443,0.5640236303397823,0.005553274545961995,0.1721166004194304,,,STK38|11329,STK38,11329
388,727,2,HER2-enriched,46,829,0.08163361668334175,0.06657098454572428,0.015062632137617465,0.17027162838555607,,,RAET1L|154064,RAET1L,154064
389,51,2,HER2-enriched,46,829,0.5578477590021906,0.5465102420694128,0.011337516932777847,0.1698516988493315,,,ATAD2|29028,ATAD2,29028
390,27,2,HER2-enriched,46,829,0.1759202400047836,0.15637628788347085,0.01954395212131274,0.16592391840859513,,,AMY1A|276,AMY1A,276
391,612,2,HER2-enriched,46,829,0.5320849217073053,0.5256171362875233,0.006467785419781991,0.16411343315250804,,,NOP2|4839,NOP2,4839
392,416,2,HER2-enriched,46,829,0.4696161700718989,0.45584391070164243,0.013772259370256446,0.1626676590150105,,,HAPLN3|145864,HAPLN3,145864
393,928,2,HER2-enriched,46,829,0.11570680680297196,0.09954822207229515,0.016158584730676814,0.1612450598070532,,,TRPM8|79054,TRPM8,79054
394,743,2,HER2-enriched,46,829,0.6839223843828709,0.6783709527061778,0.0055514316766931415,0.15655832730991948,,,REEP5|7905,REEP5,7905
395,318,2,HER2-enriched,46,829,0.5416346133978346,0.5380793319048769,0.003555281492957696,0.15160608273662543,,,FAF1|11124,FAF1,11124
396,953,2,HER2-enriched,46,829,0.4534450859016104,0.44915258806769803,0.00429249783391239,0.1508005550809638,,,UBXN2A|165324,UBXN2A,165324
397,983,2,HER2-enriched,46,829,0.5043731378042946,0.49604644467787296,0.008326693126421647,0.1505253773308337,,,ZBTB42|100128927,ZBTB42,100128927
398,568,2,HER2-enriched,46,829,0.4401416297677933,0.42687423674671243,0.013267393021080875,0.14462110416404833,,,MID1|4281,MID1,4281
399,151,2,HER2-enriched,46,829,0.49790784133799565,0.49102436587374676,0.006883475464248889,0.14255726522717194,,,CCDC125|202243,CCDC125,202243
400,653,2,HER2-enriched,46,829,0.5248511541911871,0.5197690906493148,0.00508206354187235,0.13996022171308606,,,PDCD5|9141,PDCD5,9141
401,256,2,HER2-enriched,46,829,0.5323704371866256,0.526947480270153,0.005422956916472543,0.13969395859135056,,,DALRD3|55152,DALRD3,55152
402,974,2,HER2-enriched,46,829,0.20445730509793336,0.1880953649762677,0.01636194012166567,0.1389820930204021,,,WNT6|7475,WNT6,7475
403,965,2,HER2-enriched,46,829,0.4538177557762029,0.44421438488886933,0.009603370887333595,0.13573399426437552,,,VIPR1|7433,VIPR1,7433
404,358,2,HER2-enriched,46,829,0.07003629607342507,0.05964311480047036,0.010393181272954709,0.13343376688980937,,,FMO6P|388714,FMO6P,388714
405,526,2,HER2-enriched,46,829,0.08889636356017672,0.07804087609237474,0.010855487467801975,0.13318657378519566,,,LPO|4025,LPO,4025
406,699,2,HER2-enriched,46,829,0.45903171989459,0.44243447492149074,0.01659724497309928,0.13232702920306383,,,PRR15|222171,PRR15,222171
407,838,2,HER2-enriched,46,829,0.5061893760848628,0.4985806125669841,0.007608763517878703,0.12677676517885966,,,SNED1|25992,SNED1,25992
408,250,2,HER2-enriched,46,829,0.18850953805418968,0.1764600273329439,0.012049510721245799,0.1257691346554383,,,CYP27C1|339761,CYP27C1,339761
409,224,2,HER2-enriched,46,829,0.22524897576778458,0.21191727727305487,0.013331698494729705,0.12453426127748904,,,COL11A2|1302,COL11A2,1302
410,402,2,HER2-enriched,46,829,0.37256010030689346,0.36515401168562267,0.00740608862127079,0.12238688300820387,,,GPR161|23432,GPR161,23432
411,825,2,HER2-enriched,46,829,0.5401524282293665,0.5213447792358967,0.01880764899346976,0.11809846703017443,,,SLC44A4|80736,SLC44A4,80736
412,499,2,HER2-enriched,46,829,0.12012039184145885,0.10678002258702024,0.013340369254438614,0.11799007143257642,,,KRT83|3889,KRT83,3889
413,858,2,HER2-enriched,46,829,0.3670629628975074,0.3565495742400193,0.010513388657488076,0.11343736562803565,,,ST8SIA1|6489,ST8SIA1,6489
414,452,2,HER2-enriched,46,829,0.5413537885540343,0.5382830362568036,0.003070752297230639,0.11249078116988613,,,JKAMP|51528,JKAMP,51528
415,995,2,HER2-enriched,46,829,0.4568417168666693,0.4493572783266335,0.007484438540035776,0.111821127216517,,,ZNF467|168544,ZNF467,168544
416,929,2,HER2-enriched,46,829,0.6483771986022093,0.6424130307877168,0.005964167814492494,0.11107060158920969,,,TSC22D3|1831,TSC22D3,1831
417,34,2,HER2-enriched,46,829,0.16787046484973975,0.15954509433761518,0.008325370512124564,0.11050037368414009,,,ANKRD45|339416,ANKRD45,339416
418,282,2,HER2-enriched,46,829,0.5568680354918506,0.547645775783635,0.009222259708215552,0.10674437555233998,,,DSC2|1824,DSC2,1824
419,345,2,HER2-enriched,46,829,0.17476797061291977,0.161191867641713,0.01357610297120676,0.10633826072178851,,,FBN3|84467,FBN3,84467
420,411,2,HER2-enriched,46,829,0.6235976994447603,0.6154083461196638,0.008189353325096516,0.10444152280633942,,,GSTP1|2950,GSTP1,2950
421,6,2,HER2-enriched,46,829,0.5326540157880573,0.5271913057138585,0.00546271007419874,0.10332668874380983,,,ABCG1|9619,ABCG1,9619
422,933,2,HER2-enriched,46,829,0.515352003725123,0.5018195024233868,0.013532501301736222,0.10255449577890255,,,TSPAN1|10103,TSPAN1,10103
423,713,2,HER2-enriched,46,829,0.4994150186072189,0.4964029174814789,0.0030121011257399632,0.10084796745658722,,,PTPN2|5771,PTPN2,5771
424,697,2,HER2-enriched,46,829,0.49964647341215956,0.4934820670372845,0.006164406374875087,0.10003163266915205,,,PRKX|5613,PRKX,5613
