projection_1,projection_2,projection_method,subtype_id,subtype,Normal-like signature,Basal-like signature,Luminal subtype signature,HER2-enriched subtype signature
20.654036,0.6386361,PCA,1,Basal-like,0.05622153421823291,2.029247287596242,-0.7036731737642428,1.4424403567755788
22.278854,2.029408,PCA,1,Basal-like,-0.5635951444681823,2.8918941772026407,-2.259603903341346,1.549735510538474
-6.9091463,4.695088,PCA,3,Luminal A,-1.0408522344568527,-0.627474327121515,1.0847814737538,-0.47927222204186637
-5.9332495,-1.7795308,PCA,3,Luminal A,-0.6335894585596764,-0.47402929092876667,0.7952887095345835,-0.2799856647080088
-8.440412,3.3586879,PCA,3,Luminal A,-1.0129108026237972,-0.6157123331397814,0.9432830515098978,-0.7808077728188628
-6.278509,-2.885303,PCA,3,Luminal A,-0.6367062761528353,-0.6570777044654994,0.565897947235935,-0.7201219434774445
1.9757465,-4.426965,PCA,4,Luminal B,1.55422787470411,-0.27267175373753755,-0.4329138969403652,-0.23253145484221674
-6.064795,-0.9753828,PCA,3,Luminal A,-0.2345942424401511,-0.5315515936773108,0.741102184069907,0.057226454969099505
0.53320765,-5.06719,PCA,0,Normal-like,1.2674728439293113,-0.11776582785149262,0.130560865721995,-0.03966939521588371
2.3891013,-3.7868953,PCA,2,HER2-enriched,1.6070099467962757,-0.11988478173135383,-0.2913482357979319,-0.18767323683783066
-1.0705013,-5.2959366,PCA,4,Luminal B,1.2068119434621503,-0.2495582846295238,0.05402200670963517,-0.48047792658754246
10.384864,-2.287324,PCA,1,Basal-like,-0.11263487160985373,-0.25736036107896654,-1.1723468861057484,1.000806893678424
-6.930131,5.3923965,PCA,3,Luminal A,-0.8053167097009639,-0.4639049297526863,0.8901235275269614,-0.4912442606973169
-1.2508203,-5.885375,PCA,3,Luminal A,1.9125242443361887,-0.24490611836700882,-0.16881899153621352,-0.024380368676916245
26.658081,3.3916802,PCA,1,Basal-like,-0.0549439781918806,2.249376262189164,-1.5989052699428865,1.6600383369801643
-4.34999,9.41732,PCA,4,Luminal B,-1.0754458562392304,-0.6788190270725013,-0.3090575419979829,0.04692560979556634
0.7442405,-5.169216,PCA,1,Basal-like,1.4054755940211079,-0.17376492018741374,-0.06150837036955257,0.11677165244947713
20.486425,0.9429951,PCA,1,Basal-like,-0.5149662892214508,2.9542024079052243,-1.9884557465686166,0.9538331114487892
1.3617843,-4.135064,PCA,0,Normal-like,1.2380757236610715,-0.19189166510570166,-0.965702515906781,-0.776366443937616
-3.4095392,-4.531921,PCA,3,Luminal A,0.03108221043395703,-0.4424124411516232,0.26934070407297317,-0.15640931079440035
-3.2924123,-4.7678943,PCA,3,Luminal A,0.5648538857039493,-0.24613184639026842,0.5605814150518775,-0.07925288296075934
-4.9586396,-3.9376757,PCA,3,Luminal A,0.17762910700418624,-0.3785587047110601,0.335510082976309,-0.24300062621429863
-4.755735,10.978235,PCA,4,Luminal B,-1.2330237282343794,-0.3551629542793144,0.5642937483869701,0.5581061090040937
25.297892,4.297382,PCA,1,Basal-like,-0.11275429173015394,1.7519453112966217,-1.5400225827117024,0.7561366313362595
20.069881,0.9169302,PCA,1,Basal-like,-0.8524869603230666,1.4255435429473928,-1.9279931154667387,1.2750211572717727
-5.4610257,-1.7579784,PCA,3,Luminal A,-0.449594327291425,-0.32171133271010927,0.43683807243269795,0.7235268027685746
-2.5403793,-1.5755095,PCA,3,Luminal A,-0.505153151429875,-0.5974778309267402,0.5721054666694615,-0.47499913840989383
-4.4170227,-3.7503605,PCA,3,Luminal A,0.37814621824107064,-0.34947987108244305,0.4634186392629533,0.7075099758132712
-6.151869,6.9862847,PCA,3,Luminal A,-0.6106297220519488,-0.14499037238359508,0.7661034349942013,-0.40515724906851985
8.635282,7.0216517,PCA,2,HER2-enriched,-0.9260119440599454,-0.12304713570134422,-1.2444466171477004,2.4700217911043603
19.716213,0.38653088,PCA,1,Basal-like,0.3932330785084075,1.7155740299473086,-1.3267873968393262,0.6546741594420555
0.41906634,-4.789748,PCA,3,Luminal A,1.3471450494050863,-0.12863906388571297,0.06577148328153008,0.095324766765466
-5.019426,-2.1497953,PCA,3,Luminal A,-0.08930407112091668,-0.018434539355593214,0.7167623991592891,-0.21255260861304526
2.3928497,-4.0515394,PCA,4,Luminal B,1.5645562603639878,0.0672167342478831,-0.2825335961417481,-0.16343958057337654
28.55611,5.4372077,PCA,1,Basal-like,-0.6114214860676495,1.9331200965248887,-1.6648657069766226,1.1473677426605695
0.991758,-4.936638,PCA,3,Luminal A,1.5882845637585692,-0.0786529782034575,-0.17302422125129144,-0.0574368055020899
-0.17365706,-5.2209287,PCA,0,Normal-like,1.598534752745741,-0.35296534550170455,-0.11154522994562413,0.21155302106055213
-3.632162,-6.1688466,PCA,3,Luminal A,0.7230297757858746,-0.34690067051649526,0.5843601113591291,-0.5732633396460498
-6.182858,11.498159,PCA,4,Luminal B,-0.8723351200912277,-0.03737365493438029,0.3074803017844657,-0.01728824883838996
-6.346069,-2.5710075,PCA,3,Luminal A,-1.514506936837885,-0.43543264066515375,1.0045227591566803,-0.016225589037778695
22.886152,2.6826978,PCA,1,Basal-like,-0.5051899971781495,1.0053116995880225,-1.2916839542779885,1.293106239338809
19.987942,1.7073078,PCA,1,Basal-like,-1.1183079756425052,1.078730977500388,-1.3708776787057895,1.4820299728233843
-5.112089,-3.6736374,PCA,3,Luminal A,0.059978965081187066,-0.5117616429293486,0.6338193708431428,0.185066848738462
-8.013628,13.202875,PCA,4,Luminal B,-1.0438577267012041,-0.687080343351212,0.7371591781424202,-0.5258234731635887
-4.82371,-3.045818,PCA,3,Luminal A,-0.6267440833804596,-0.14840686019621857,0.4714104429372439,-0.4991185915776324
26.364685,3.6250167,PCA,1,Basal-like,-0.4930507652570825,1.4101671510866767,-1.3377761156327561,1.5205643906776773
3.60123,-3.5188475,PCA,0,Normal-like,1.5645562603639878,0.0672167342478831,-0.2825335961417481,-0.16343958057337654
-2.3301916,-4.8665814,PCA,3,Luminal A,0.7133858137075314,0.008189278311958044,0.334339632499587,-0.520051036281959
-1.3913387,-5.680764,PCA,3,Luminal A,1.084893799593179,-0.09831078688417065,0.31257525734508396,0.012718183197432398
-5.0748334,-4.1977677,PCA,3,Luminal A,0.09032176506222543,-0.6316405213060666,0.7902119814377233,-0.7989439685400828
0.89239585,-4.822886,PCA,3,Luminal A,1.580063042225847,-0.055487253974389694,0.40194946693900313,-0.14823351721581024
2.4558284,-4.2751913,PCA,0,Normal-like,1.4744201884955177,0.10126479318079977,-0.3487350676662564,-0.23579478972924087
5.0969105,5.5066743,PCA,2,HER2-enriched,-0.3867771851566615,0.1524736683536126,-1.1817570909203698,1.5614125068420026
