pathName,Hit Ratio,Pvalue,metabolit,count,Term,Category,LogP,FDR_qvalue
DNA-templated DNA replication,0.09859154929577464,3.423126922643185e-17,MCM10,14,GO:0006261,GO Biological Processes,-16.4655769978,7.974922663574923e-14
DNA-templated DNA replication,0.09859154929577464,3.423126922643185e-17,GINS3,14,GO:0006261,GO Biological Processes,-16.4655769978,7.974922663574923e-14
DNA-templated DNA replication,0.09859154929577464,3.423126922643185e-17,EME1,14,GO:0006261,GO Biological Processes,-16.4655769978,7.974922663574923e-14
DNA-templated DNA replication,0.09859154929577464,3.423126922643185e-17,RNASEH1,14,GO:0006261,GO Biological Processes,-16.4655769978,7.974922663574923e-14
regulation of cell cycle phase transition,0.04357298474945534,3.791623953938099e-17,CCNE1,20,GO:1901987,GO Biological Processes,-16.4211747417,7.974922663574923e-14
regulation of cell cycle phase transition,0.04357298474945534,3.791623953938099e-17,CDC6,20,GO:1901987,GO Biological Processes,-16.4211747417,7.974922663574923e-14
regulation of cell cycle phase transition,0.04357298474945534,3.791623953938099e-17,CDC25A,20,GO:1901987,GO Biological Processes,-16.4211747417,7.974922663574923e-14
regulation of cell cycle phase transition,0.04357298474945534,3.791623953938099e-17,CDC25B,20,GO:1901987,GO Biological Processes,-16.4211747417,7.974922663574923e-14
regulation of cell cycle phase transition,0.04357298474945534,3.791623953938099e-17,CHEK1,20,GO:1901987,GO Biological Processes,-16.4211747417,7.974922663574923e-14
regulation of cell cycle phase transition,0.04357298474945534,3.791623953938099e-17,ORC1,20,GO:1901987,GO Biological Processes,-16.4211747417,7.974922663574923e-14
regulation of cell cycle phase transition,0.04357298474945534,3.791623953938099e-17,PSMB2,20,GO:1901987,GO Biological Processes,-16.4211747417,7.974922663574923e-14
regulation of cell cycle phase transition,0.04357298474945534,3.791623953938099e-17,RAD51,20,GO:1901987,GO Biological Processes,-16.4211747417,7.974922663574923e-14
regulation of cell cycle phase transition,0.04357298474945534,3.791623953938099e-17,RFC2,20,GO:1901987,GO Biological Processes,-16.4211747417,7.974922663574923e-14
regulation of cell cycle phase transition,0.04357298474945534,3.791623953938099e-17,STIL,20,GO:1901987,GO Biological Processes,-16.4211747417,7.974922663574923e-14
regulation of cell cycle phase transition,0.04357298474945534,3.791623953938099e-17,AURKA,20,GO:1901987,GO Biological Processes,-16.4211747417,7.974922663574923e-14
regulation of cell cycle phase transition,0.04357298474945534,3.791623953938099e-17,CDC45,20,GO:1901987,GO Biological Processes,-16.4211747417,7.974922663574923e-14
regulation of cell cycle phase transition,0.04357298474945534,3.791623953938099e-17,DBF4,20,GO:1901987,GO Biological Processes,-16.4211747417,7.974922663574923e-14
regulation of cell cycle phase transition,0.04357298474945534,3.791623953938099e-17,DONSON,20,GO:1901987,GO Biological Processes,-16.4211747417,7.974922663574923e-14
regulation of cell cycle phase transition,0.04357298474945534,3.791623953938099e-17,CPSF3,20,GO:1901987,GO Biological Processes,-16.4211747417,7.974922663574923e-14
regulation of cell cycle phase transition,0.04357298474945534,3.791623953938099e-17,ANLN,20,GO:1901987,GO Biological Processes,-16.4211747417,7.974922663574923e-14
regulation of cell cycle phase transition,0.04357298474945534,3.791623953938099e-17,SACK1D,20,GO:1901987,GO Biological Processes,-16.4211747417,7.974922663574923e-14
regulation of cell cycle phase transition,0.04357298474945534,3.791623953938099e-17,TICRR,20,GO:1901987,GO Biological Processes,-16.4211747417,7.974922663574923e-14
regulation of cell cycle phase transition,0.04357298474945534,3.791623953938099e-17,EME1,20,GO:1901987,GO Biological Processes,-16.4211747417,7.974922663574923e-14
regulation of cell cycle phase transition,0.04357298474945534,3.791623953938099e-17,SKA3,20,GO:1901987,GO Biological Processes,-16.4211747417,7.974922663574923e-14
regulation of cell cycle process,0.029850746268656716,2.2305974788499193e-15,CCNE1,22,GO:0010564,GO Biological Processes,-14.651578793,4.26510516141199e-12
regulation of cell cycle process,0.029850746268656716,2.2305974788499193e-15,CDC6,22,GO:0010564,GO Biological Processes,-14.651578793,4.26510516141199e-12
regulation of cell cycle process,0.029850746268656716,2.2305974788499193e-15,CDC25A,22,GO:0010564,GO Biological Processes,-14.651578793,4.26510516141199e-12
regulation of cell cycle process,0.029850746268656716,2.2305974788499193e-15,CDC25B,22,GO:0010564,GO Biological Processes,-14.651578793,4.26510516141199e-12
regulation of cell cycle process,0.029850746268656716,2.2305974788499193e-15,CHEK1,22,GO:0010564,GO Biological Processes,-14.651578793,4.26510516141199e-12
regulation of cell cycle process,0.029850746268656716,2.2305974788499193e-15,ORC1,22,GO:0010564,GO Biological Processes,-14.651578793,4.26510516141199e-12
regulation of cell cycle process,0.029850746268656716,2.2305974788499193e-15,PSMB2,22,GO:0010564,GO Biological Processes,-14.651578793,4.26510516141199e-12
regulation of cell cycle process,0.029850746268656716,2.2305974788499193e-15,RAD51,22,GO:0010564,GO Biological Processes,-14.651578793,4.26510516141199e-12
regulation of cell cycle process,0.029850746268656716,2.2305974788499193e-15,RFC2,22,GO:0010564,GO Biological Processes,-14.651578793,4.26510516141199e-12
regulation of cell cycle process,0.029850746268656716,2.2305974788499193e-15,STIL,22,GO:0010564,GO Biological Processes,-14.651578793,4.26510516141199e-12
regulation of cell cycle process,0.029850746268656716,2.2305974788499193e-15,AURKA,22,GO:0010564,GO Biological Processes,-14.651578793,4.26510516141199e-12
regulation of cell cycle process,0.029850746268656716,2.2305974788499193e-15,CDC45,22,GO:0010564,GO Biological Processes,-14.651578793,4.26510516141199e-12
regulation of cell cycle process,0.029850746268656716,2.2305974788499193e-15,SPAG5,22,GO:0010564,GO Biological Processes,-14.651578793,4.26510516141199e-12
regulation of cell cycle process,0.029850746268656716,2.2305974788499193e-15,DBF4,22,GO:0010564,GO Biological Processes,-14.651578793,4.26510516141199e-12
regulation of cell cycle process,0.029850746268656716,2.2305974788499193e-15,NCAPH,22,GO:0010564,GO Biological Processes,-14.651578793,4.26510516141199e-12
regulation of cell cycle process,0.029850746268656716,2.2305974788499193e-15,DONSON,22,GO:0010564,GO Biological Processes,-14.651578793,4.26510516141199e-12
regulation of cell cycle process,0.029850746268656716,2.2305974788499193e-15,CPSF3,22,GO:0010564,GO Biological Processes,-14.651578793,4.26510516141199e-12
regulation of cell cycle process,0.029850746268656716,2.2305974788499193e-15,ANLN,22,GO:0010564,GO Biological Processes,-14.651578793,4.26510516141199e-12
regulation of cell cycle process,0.029850746268656716,2.2305974788499193e-15,SACK1D,22,GO:0010564,GO Biological Processes,-14.651578793,4.26510516141199e-12
regulation of cell cycle process,0.029850746268656716,2.2305974788499193e-15,TICRR,22,GO:0010564,GO Biological Processes,-14.651578793,4.26510516141199e-12
regulation of cell cycle process,0.029850746268656716,2.2305974788499193e-15,EME1,22,GO:0010564,GO Biological Processes,-14.651578793,4.26510516141199e-12
regulation of cell cycle process,0.029850746268656716,2.2305974788499193e-15,SKA3,22,GO:0010564,GO Biological Processes,-14.651578793,4.26510516141199e-12
G2/M Checkpoints,0.08333333333333333,4.488830039211366e-15,CDC6,13,R-HSA-69481,Reactome Gene Sets,-14.347866838,7.867796851518897e-12
G2/M Checkpoints,0.08333333333333333,4.488830039211366e-15,CDC25A,13,R-HSA-69481,Reactome Gene Sets,-14.347866838,7.867796851518897e-12
G2/M Checkpoints,0.08333333333333333,4.488830039211366e-15,CHEK1,13,R-HSA-69481,Reactome Gene Sets,-14.347866838,7.867796851518897e-12
G2/M Checkpoints,0.08333333333333333,4.488830039211366e-15,MCM6,13,R-HSA-69481,Reactome Gene Sets,-14.347866838,7.867796851518897e-12
G2/M Checkpoints,0.08333333333333333,4.488830039211366e-15,ORC1,13,R-HSA-69481,Reactome Gene Sets,-14.347866838,7.867796851518897e-12
G2/M Checkpoints,0.08333333333333333,4.488830039211366e-15,PSMB2,13,R-HSA-69481,Reactome Gene Sets,-14.347866838,7.867796851518897e-12
G2/M Checkpoints,0.08333333333333333,4.488830039211366e-15,RFC2,13,R-HSA-69481,Reactome Gene Sets,-14.347866838,7.867796851518897e-12
G2/M Checkpoints,0.08333333333333333,4.488830039211366e-15,CDC45,13,R-HSA-69481,Reactome Gene Sets,-14.347866838,7.867796851518897e-12
G2/M Checkpoints,0.08333333333333333,4.488830039211366e-15,CCNB2,13,R-HSA-69481,Reactome Gene Sets,-14.347866838,7.867796851518897e-12
G2/M Checkpoints,0.08333333333333333,4.488830039211366e-15,PSMD14,13,R-HSA-69481,Reactome Gene Sets,-14.347866838,7.867796851518897e-12
G2/M Checkpoints,0.08333333333333333,4.488830039211366e-15,DBF4,13,R-HSA-69481,Reactome Gene Sets,-14.347866838,7.867796851518897e-12
G2/M Checkpoints,0.08333333333333333,4.488830039211366e-15,ORC6,13,R-HSA-69481,Reactome Gene Sets,-14.347866838,7.867796851518897e-12
G2/M Checkpoints,0.08333333333333333,4.488830039211366e-15,MCM10,13,R-HSA-69481,Reactome Gene Sets,-14.347866838,7.867796851518897e-12
Cell cycle,0.08227848101265822,5.30469960784348e-15,CCNE1,13,hsa04110,KEGG Pathway,-14.2753392041,8.58259591118632e-12
Cell cycle,0.08227848101265822,5.30469960784348e-15,CDC6,13,hsa04110,KEGG Pathway,-14.2753392041,8.58259591118632e-12
Cell cycle,0.08227848101265822,5.30469960784348e-15,CDC25A,13,hsa04110,KEGG Pathway,-14.2753392041,8.58259591118632e-12
Cell cycle,0.08227848101265822,5.30469960784348e-15,CDC25B,13,hsa04110,KEGG Pathway,-14.2753392041,8.58259591118632e-12
Cell cycle,0.08227848101265822,5.30469960784348e-15,CHEK1,13,hsa04110,KEGG Pathway,-14.2753392041,8.58259591118632e-12
Cell cycle,0.08227848101265822,5.30469960784348e-15,MCM6,13,hsa04110,KEGG Pathway,-14.2753392041,8.58259591118632e-12
Cell cycle,0.08227848101265822,5.30469960784348e-15,ORC1,13,hsa04110,KEGG Pathway,-14.2753392041,8.58259591118632e-12
Cell cycle,0.08227848101265822,5.30469960784348e-15,CDC45,13,hsa04110,KEGG Pathway,-14.2753392041,8.58259591118632e-12
Cell cycle,0.08227848101265822,5.30469960784348e-15,CCNB2,13,hsa04110,KEGG Pathway,-14.2753392041,8.58259591118632e-12
Cell cycle,0.08227848101265822,5.30469960784348e-15,DBF4,13,hsa04110,KEGG Pathway,-14.2753392041,8.58259591118632e-12
Cell cycle,0.08227848101265822,5.30469960784348e-15,ORC6,13,hsa04110,KEGG Pathway,-14.2753392041,8.58259591118632e-12
Cell cycle,0.08227848101265822,5.30469960784348e-15,TICRR,13,hsa04110,KEGG Pathway,-14.2753392041,8.58259591118632e-12
Cell cycle,0.08227848101265822,5.30469960784348e-15,SGO1,13,hsa04110,KEGG Pathway,-14.2753392041,8.58259591118632e-12
Mitotic G1 phase and G1/S transition,0.08633093525179857,3.4842514127022656e-14,CCNE1,12,R-HSA-453279,Reactome Gene Sets,-13.4578905152,5.234589996740746e-11
Mitotic G1 phase and G1/S transition,0.08633093525179857,3.4842514127022656e-14,CDC6,12,R-HSA-453279,Reactome Gene Sets,-13.4578905152,5.234589996740746e-11
Mitotic G1 phase and G1/S transition,0.08633093525179857,3.4842514127022656e-14,CDC25A,12,R-HSA-453279,Reactome Gene Sets,-13.4578905152,5.234589996740746e-11
Mitotic G1 phase and G1/S transition,0.08633093525179857,3.4842514127022656e-14,MCM6,12,R-HSA-453279,Reactome Gene Sets,-13.4578905152,5.234589996740746e-11
Mitotic G1 phase and G1/S transition,0.08633093525179857,3.4842514127022656e-14,MYBL2,12,R-HSA-453279,Reactome Gene Sets,-13.4578905152,5.234589996740746e-11
Mitotic G1 phase and G1/S transition,0.08633093525179857,3.4842514127022656e-14,ORC1,12,R-HSA-453279,Reactome Gene Sets,-13.4578905152,5.234589996740746e-11
Mitotic G1 phase and G1/S transition,0.08633093525179857,3.4842514127022656e-14,PSMB2,12,R-HSA-453279,Reactome Gene Sets,-13.4578905152,5.234589996740746e-11
Mitotic G1 phase and G1/S transition,0.08633093525179857,3.4842514127022656e-14,CDC45,12,R-HSA-453279,Reactome Gene Sets,-13.4578905152,5.234589996740746e-11
Mitotic G1 phase and G1/S transition,0.08633093525179857,3.4842514127022656e-14,PSMD14,12,R-HSA-453279,Reactome Gene Sets,-13.4578905152,5.234589996740746e-11
Mitotic G1 phase and G1/S transition,0.08633093525179857,3.4842514127022656e-14,DBF4,12,R-HSA-453279,Reactome Gene Sets,-13.4578905152,5.234589996740746e-11
Mitotic G1 phase and G1/S transition,0.08633093525179857,3.4842514127022656e-14,ORC6,12,R-HSA-453279,Reactome Gene Sets,-13.4578905152,5.234589996740746e-11
Mitotic G1 phase and G1/S transition,0.08633093525179857,3.4842514127022656e-14,MCM10,12,R-HSA-453279,Reactome Gene Sets,-13.4578905152,5.234589996740746e-11
DNA Replication,0.07065217391304347,3.86126079698694e-14,CCNE1,13,R-HSA-69306,Reactome Gene Sets,-13.4132708643,5.414259889835892e-11
DNA Replication,0.07065217391304347,3.86126079698694e-14,CDC6,13,R-HSA-69306,Reactome Gene Sets,-13.4132708643,5.414259889835892e-11
DNA Replication,0.07065217391304347,3.86126079698694e-14,MCM6,13,R-HSA-69306,Reactome Gene Sets,-13.4132708643,5.414259889835892e-11
DNA Replication,0.07065217391304347,3.86126079698694e-14,ORC1,13,R-HSA-69306,Reactome Gene Sets,-13.4132708643,5.414259889835892e-11
DNA Replication,0.07065217391304347,3.86126079698694e-14,PSMB2,13,R-HSA-69306,Reactome Gene Sets,-13.4132708643,5.414259889835892e-11
DNA Replication,0.07065217391304347,3.86126079698694e-14,RFC2,13,R-HSA-69306,Reactome Gene Sets,-13.4132708643,5.414259889835892e-11
DNA Replication,0.07065217391304347,3.86126079698694e-14,CDC45,13,R-HSA-69306,Reactome Gene Sets,-13.4132708643,5.414259889835892e-11
DNA Replication,0.07065217391304347,3.86126079698694e-14,PSMD14,13,R-HSA-69306,Reactome Gene Sets,-13.4132708643,5.414259889835892e-11
DNA Replication,0.07065217391304347,3.86126079698694e-14,DBF4,13,R-HSA-69306,Reactome Gene Sets,-13.4132708643,5.414259889835892e-11
DNA Replication,0.07065217391304347,3.86126079698694e-14,ORC6,13,R-HSA-69306,Reactome Gene Sets,-13.4132708643,5.414259889835892e-11
DNA Replication,0.07065217391304347,3.86126079698694e-14,MCM10,13,R-HSA-69306,Reactome Gene Sets,-13.4132708643,5.414259889835892e-11
DNA Replication,0.07065217391304347,3.86126079698694e-14,GINS3,13,R-HSA-69306,Reactome Gene Sets,-13.4132708643,5.414259889835892e-11
DNA Replication,0.07065217391304347,3.86126079698694e-14,RNASEH1,13,R-HSA-69306,Reactome Gene Sets,-13.4132708643,5.414259889835892e-11
S Phase,0.08,8.755860129227972e-14,CCNE1,12,R-HSA-69242,Reactome Gene Sets,-13.0577011847,1.1510125379123914e-10
S Phase,0.08,8.755860129227972e-14,CDC6,12,R-HSA-69242,Reactome Gene Sets,-13.0577011847,1.1510125379123914e-10
S Phase,0.08,8.755860129227972e-14,CDC25A,12,R-HSA-69242,Reactome Gene Sets,-13.0577011847,1.1510125379123914e-10
S Phase,0.08,8.755860129227972e-14,CDC25B,12,R-HSA-69242,Reactome Gene Sets,-13.0577011847,1.1510125379123914e-10
S Phase,0.08,8.755860129227972e-14,MCM6,12,R-HSA-69242,Reactome Gene Sets,-13.0577011847,1.1510125379123914e-10
S Phase,0.08,8.755860129227972e-14,ORC1,12,R-HSA-69242,Reactome Gene Sets,-13.0577011847,1.1510125379123914e-10
S Phase,0.08,8.755860129227972e-14,PSMB2,12,R-HSA-69242,Reactome Gene Sets,-13.0577011847,1.1510125379123914e-10
S Phase,0.08,8.755860129227972e-14,RFC2,12,R-HSA-69242,Reactome Gene Sets,-13.0577011847,1.1510125379123914e-10
S Phase,0.08,8.755860129227972e-14,CDC45,12,R-HSA-69242,Reactome Gene Sets,-13.0577011847,1.1510125379123914e-10
S Phase,0.08,8.755860129227972e-14,PSMD14,12,R-HSA-69242,Reactome Gene Sets,-13.0577011847,1.1510125379123914e-10
S Phase,0.08,8.755860129227972e-14,ORC6,12,R-HSA-69242,Reactome Gene Sets,-13.0577011847,1.1510125379123914e-10
S Phase,0.08,8.755860129227972e-14,GINS3,12,R-HSA-69242,Reactome Gene Sets,-13.0577011847,1.1510125379123914e-10
Cell cycle,0.09166666666666666,2.1893721826554442e-13,CCNE1,11,WP179,WikiPathways,-12.6596804042,2.708768536632116e-10
Cell cycle,0.09166666666666666,2.1893721826554442e-13,CDC6,11,WP179,WikiPathways,-12.6596804042,2.708768536632116e-10
Cell cycle,0.09166666666666666,2.1893721826554442e-13,CDC25A,11,WP179,WikiPathways,-12.6596804042,2.708768536632116e-10
Cell cycle,0.09166666666666666,2.1893721826554442e-13,CDC25B,11,WP179,WikiPathways,-12.6596804042,2.708768536632116e-10
Cell cycle,0.09166666666666666,2.1893721826554442e-13,CHEK1,11,WP179,WikiPathways,-12.6596804042,2.708768536632116e-10
Cell cycle,0.09166666666666666,2.1893721826554442e-13,MCM6,11,WP179,WikiPathways,-12.6596804042,2.708768536632116e-10
Cell cycle,0.09166666666666666,2.1893721826554442e-13,ORC1,11,WP179,WikiPathways,-12.6596804042,2.708768536632116e-10
Cell cycle,0.09166666666666666,2.1893721826554442e-13,CDC45,11,WP179,WikiPathways,-12.6596804042,2.708768536632116e-10
Cell cycle,0.09166666666666666,2.1893721826554442e-13,CCNB2,11,WP179,WikiPathways,-12.6596804042,2.708768536632116e-10
Cell cycle,0.09166666666666666,2.1893721826554442e-13,DBF4,11,WP179,WikiPathways,-12.6596804042,2.708768536632116e-10
Cell cycle,0.09166666666666666,2.1893721826554442e-13,ORC6,11,WP179,WikiPathways,-12.6596804042,2.708768536632116e-10
G1/S Transition,0.09090909090909091,2.401889653668062e-13,CCNE1,11,R-HSA-69206,Reactome Gene Sets,-12.6194469486,2.806608060128593e-10
G1/S Transition,0.09090909090909091,2.401889653668062e-13,CDC6,11,R-HSA-69206,Reactome Gene Sets,-12.6194469486,2.806608060128593e-10
G1/S Transition,0.09090909090909091,2.401889653668062e-13,CDC25A,11,R-HSA-69206,Reactome Gene Sets,-12.6194469486,2.806608060128593e-10
G1/S Transition,0.09090909090909091,2.401889653668062e-13,MCM6,11,R-HSA-69206,Reactome Gene Sets,-12.6194469486,2.806608060128593e-10
G1/S Transition,0.09090909090909091,2.401889653668062e-13,ORC1,11,R-HSA-69206,Reactome Gene Sets,-12.6194469486,2.806608060128593e-10
G1/S Transition,0.09090909090909091,2.401889653668062e-13,PSMB2,11,R-HSA-69206,Reactome Gene Sets,-12.6194469486,2.806608060128593e-10
G1/S Transition,0.09090909090909091,2.401889653668062e-13,CDC45,11,R-HSA-69206,Reactome Gene Sets,-12.6194469486,2.806608060128593e-10
G1/S Transition,0.09090909090909091,2.401889653668062e-13,PSMD14,11,R-HSA-69206,Reactome Gene Sets,-12.6194469486,2.806608060128593e-10
G1/S Transition,0.09090909090909091,2.401889653668062e-13,DBF4,11,R-HSA-69206,Reactome Gene Sets,-12.6194469486,2.806608060128593e-10
G1/S Transition,0.09090909090909091,2.401889653668062e-13,ORC6,11,R-HSA-69206,Reactome Gene Sets,-12.6194469486,2.806608060128593e-10
G1/S Transition,0.09090909090909091,2.401889653668062e-13,MCM10,11,R-HSA-69206,Reactome Gene Sets,-12.6194469486,2.806608060128593e-10
regulation of mitotic cell cycle phase transition,0.043478260869565216,4.643306327276347e-13,CCNE1,15,GO:1901990,GO Biological Processes,-12.3331726642,5.14014010454673e-10
regulation of mitotic cell cycle phase transition,0.043478260869565216,4.643306327276347e-13,CDC6,15,GO:1901990,GO Biological Processes,-12.3331726642,5.14014010454673e-10
regulation of mitotic cell cycle phase transition,0.043478260869565216,4.643306327276347e-13,CDC25A,15,GO:1901990,GO Biological Processes,-12.3331726642,5.14014010454673e-10
regulation of mitotic cell cycle phase transition,0.043478260869565216,4.643306327276347e-13,CDC25B,15,GO:1901990,GO Biological Processes,-12.3331726642,5.14014010454673e-10
regulation of mitotic cell cycle phase transition,0.043478260869565216,4.643306327276347e-13,CHEK1,15,GO:1901990,GO Biological Processes,-12.3331726642,5.14014010454673e-10
regulation of mitotic cell cycle phase transition,0.043478260869565216,4.643306327276347e-13,ORC1,15,GO:1901990,GO Biological Processes,-12.3331726642,5.14014010454673e-10
regulation of mitotic cell cycle phase transition,0.043478260869565216,4.643306327276347e-13,PSMB2,15,GO:1901990,GO Biological Processes,-12.3331726642,5.14014010454673e-10
regulation of mitotic cell cycle phase transition,0.043478260869565216,4.643306327276347e-13,STIL,15,GO:1901990,GO Biological Processes,-12.3331726642,5.14014010454673e-10
regulation of mitotic cell cycle phase transition,0.043478260869565216,4.643306327276347e-13,AURKA,15,GO:1901990,GO Biological Processes,-12.3331726642,5.14014010454673e-10
regulation of mitotic cell cycle phase transition,0.043478260869565216,4.643306327276347e-13,DBF4,15,GO:1901990,GO Biological Processes,-12.3331726642,5.14014010454673e-10
regulation of mitotic cell cycle phase transition,0.043478260869565216,4.643306327276347e-13,DONSON,15,GO:1901990,GO Biological Processes,-12.3331726642,5.14014010454673e-10
regulation of mitotic cell cycle phase transition,0.043478260869565216,4.643306327276347e-13,CPSF3,15,GO:1901990,GO Biological Processes,-12.3331726642,5.14014010454673e-10
regulation of mitotic cell cycle phase transition,0.043478260869565216,4.643306327276347e-13,ANLN,15,GO:1901990,GO Biological Processes,-12.3331726642,5.14014010454673e-10
regulation of mitotic cell cycle phase transition,0.043478260869565216,4.643306327276347e-13,TICRR,15,GO:1901990,GO Biological Processes,-12.3331726642,5.14014010454673e-10
regulation of mitotic cell cycle phase transition,0.043478260869565216,4.643306327276347e-13,SKA3,15,GO:1901990,GO Biological Processes,-12.3331726642,5.14014010454673e-10
DNA replication,0.19047619047619047,1.038462544206345e-12,CDC6,8,WP466,WikiPathways,-11.9836091632,1.0920991344446863e-09
DNA replication,0.19047619047619047,1.038462544206345e-12,MCM6,8,WP466,WikiPathways,-11.9836091632,1.0920991344446863e-09
DNA replication,0.19047619047619047,1.038462544206345e-12,ORC1,8,WP466,WikiPathways,-11.9836091632,1.0920991344446863e-09
DNA replication,0.19047619047619047,1.038462544206345e-12,RFC2,8,WP466,WikiPathways,-11.9836091632,1.0920991344446863e-09
DNA replication,0.19047619047619047,1.038462544206345e-12,CDC45,8,WP466,WikiPathways,-11.9836091632,1.0920991344446863e-09
DNA replication,0.19047619047619047,1.038462544206345e-12,DBF4,8,WP466,WikiPathways,-11.9836091632,1.0920991344446863e-09
DNA replication,0.19047619047619047,1.038462544206345e-12,ORC6,8,WP466,WikiPathways,-11.9836091632,1.0920991344446863e-09
DNA replication,0.19047619047619047,1.038462544206345e-12,MCM10,8,WP466,WikiPathways,-11.9836091632,1.0920991344446863e-09
