feature_index,score,feature_name
232,0.12974019252687746,hsa-mir-3199-2
100,0.12949776388125833,hsa-mir-151
116,0.12932885731281693,hsa-mir-181b-2
62,0.12920098418134426,hsa-mir-129-2
473,0.1288525513481584,hsa-mir-760
379,0.12651751175100998,hsa-mir-511-1
212,0.1264552354385453,hsa-mir-3127
489,0.12641665053559714,hsa-mir-92b
127,0.12478489189378111,hsa-mir-18b
233,0.12455432194124202,hsa-mir-32
209,0.12396189737759178,hsa-mir-30e
463,0.12353888596519297,hsa-mir-665
171,0.12340286405940358,hsa-mir-218-2
115,0.1233497594605164,hsa-mir-181b-1
225,0.12287561398010972,hsa-mir-3187
256,0.12130792262486273,hsa-mir-33b
295,0.12045961641757921,hsa-mir-3687
67,0.12024264073956607,hsa-mir-1296
396,0.11919089588571394,hsa-mir-520b
342,0.11886428177862376,hsa-mir-4326
471,0.11781165186907651,hsa-mir-744
438,0.11761630031399396,hsa-mir-615
21,0.11756123278464428,hsa-mir-107
329,0.11685556243791122,hsa-mir-3944
3,0.11671741026124326,hsa-let-7b
82,0.11665008439022825,hsa-mir-137
64,0.11447568540868994,hsa-mir-1292
195,0.11438313971536432,hsa-mir-299
180,0.11437883577147533,hsa-mir-2277
337,0.11404660175650853,hsa-mir-425
34,0.11383351767209159,hsa-mir-1247
366,0.11303165588768971,hsa-mir-497
249,0.11210557209763851,hsa-mir-330
278,0.1116595460573998,hsa-mir-3648
309,0.11129006152808404,hsa-mir-377
415,0.11109919203540718,hsa-mir-550a-1
480,0.11104773763943326,hsa-mir-885
61,0.11019321456576055,hsa-mir-129-1
502,0.10861397214474389,hsa-mir-99b
32,0.10844336541212507,hsa-mir-1229
272,0.1077758373630623,hsa-mir-3619
25,0.10715220180383886,hsa-mir-1180
210,0.10710498669929935,hsa-mir-31
51,0.10619638510536707,hsa-mir-1271
220,0.1057485568755683,hsa-mir-3170
13,0.10530183797878843,hsa-mir-101-1
461,0.10516803138699317,hsa-mir-663
217,0.10515786257919961,hsa-mir-3150b
124,0.10503123056378567,hsa-mir-187
0,0.1042148012089386,hsa-let-7a-1
1,0.10409882177902308,hsa-let-7a-2
2,0.10340024359955556,hsa-let-7a-3
455,0.10309577464282729,hsa-mir-654
467,0.1030387664483718,hsa-mir-7-1
481,0.10289296113431033,hsa-mir-887
152,0.10264473446624528,hsa-mir-202
110,0.10263131661008613,hsa-mir-16-1
130,0.10135012618704319,hsa-mir-191
89,0.10113143328973646,hsa-mir-143
164,0.1008685444291351,hsa-mir-2116
132,0.10053733711108145,hsa-mir-192
172,0.10051863556296915,hsa-mir-219-1
46,0.10015583304999348,hsa-mir-1266
