feature_index,score,feature_name
482,0.4095031012564715,KIF23|9493
521,0.4090642852255999,LOC728264|728264
426,0.40825901072857657,HRCT1|646962
725,0.40825900624145933,RAD54B|25788
491,0.4079774194528113,KLHL29|114818
81,0.40751272924818527,BYSL|705
850,0.4072872762120254,SPEF1|25876
52,0.40707134376702675,ATL2|64225
165,0.40662986753068636,CCNDBP1|23582
830,0.406521902875919,SLC6A15|55117
390,0.40645352158741715,GLT25D1|79709
114,0.4062442852146137,C2orf71|388939
798,0.4061491151588029,SF3A3|10946
252,0.4060750319786617,CYP39A1|51302
897,0.4060057500913141,TIMM8A|1678
787,0.4059511237822433,SEC16A|9919
620,0.4058206707209675,NRG2|9542
175,0.40565385520967134,CDC45|8318
930,0.405540246402938,TSLP|85480
616,0.40499750717135685,NOVA1|4857
885,0.40493129138901796,TCEAL7|56849
946,0.4047948687566992,TYMS|7298
829,0.40479114028961727,SLC6A14|11254
596,0.4046296090967156,NCAPG2|54892
211,0.4044448984559052,CKS2|1164
128,0.4044425225929452,C8orf76|84933
371,0.40441774513829293,GABRA5|2558
991,0.4042497050993039,ZNF280A|129025
299,0.40392066081539346,EME1|146956
316,0.4038884294988568,FAAH|2166
306,0.4036667692866019,EPHB6|2051
235,0.40349123001495757,CSDA|8531
929,0.403383639692342,TSC22D3|1831
622,0.40326715967904797,NRTN|4902
303,0.40323311443199306,ENY2|56943
742,0.40309813994121046,REEP1|65055
177,0.4026836587670966,CDC7|8317
388,0.4025273018427725,GLI3|2737
625,0.40230081107016247,NUDCD1|84955
922,0.4022813812336452,TRIM2|23321
612,0.4019271852310713,NOP2|4839
985,0.40190516231909645,ZBTB7A|51341
190,0.40168053221450006,CENPF|1063
186,0.40167421304517237,CDKN3|1033
899,0.4016363345458807,TLE3|7090
143,0.401511689763853,CALCOCO1|57658
154,0.4012055070060813,CCDC30|728621
153,0.40119164098070786,CCDC150|284992
932,0.40103051656447924,TSPAN15|23555
785,0.4005524785584321,SDPR|8436
223,0.40053849032617744,COG2|22796
982,0.40051356703972896,ZBTB16|7704
918,0.4004889869242708,TPSG1|25823
781,0.4003893823893421,SCN7A|6332
645,0.4003388569204783,PAMR1|25891
471,0.40027915651219254,KIAA1467|57613
508,0.39980554047156847,LEPREL1|55214
100,0.399724405686613,C16orf71|146562
63,0.39967566359425394,BAIAP2L2|80115
937,0.3995744128089185,TTC7A|57217
660,0.399374555421247,PFKP|5214
837,0.3991697580077228,SMOC1|64093
385,0.39887425692926504,GINS3|64785
819,0.3987943171073878,SLC25A19|60386
683,0.39856660481457895,POLR1E|64425
675,0.3984922355248923,PLK4|10733
428,0.39841130252314627,HSD17B4|3295
796,0.3983315541248286,SERPINA5|5104
232,0.39820307417925127,CRIP1|1396
527,0.3981012699529097,LRBA|987
542,0.39800431297950356,MAMDC2|256691
460,0.39736977136891233,KCNQ4|9132
227,0.3971585267519849,CPA4|51200
474,0.396978634021097,KIF11|3832
782,0.3967599216663288,SCNN1A|6337
389,0.3967396646547544,GLIPR1L2|144321
652,0.39598562445005736,PCSK4|54760
869,0.3959533005846128,SYNJ2BP|55333
545,0.39566062873494384,MAP2|4133
879,0.39560657902860874,TAPT1|202018
541,0.39545374662342975,MAG|4099
571,0.3947817608462554,MND1|84057
842,0.3945762791427204,SOSTDC1|25928
7,0.3940726885913763,ABCG2|9429
205,0.3938945320012437,CHRNA5|1138
423,0.39386698198412873,HMGA1|3159
485,0.3937368236444753,KIF4B|285643
176,0.39352934583016336,CDC6|990
233,0.39324585155222813,CROT|54677
593,0.39304342761532307,NBR1|4077
472,0.39281767755952673,KIAA1524|57650
983,0.3926800943410339,ZBTB42|100128927
927,0.39256421220971677,TROAP|10024
515,0.39243560579206627,LOC100128977|100128977
646,0.391621512058907,PAPD7|11044
956,0.3914828214192686,ULBP1|80329
344,0.39143939229946506,FAT2|2196
968,0.3912251750663725,WDR65|149465
775,0.3912038203377589,SALL2|6297
170,0.39108565854389793,CCT6A|908
248,0.39081621076715917,CYB5R1|51706
324,0.3907416145265826,FAM150B|285016
76,0.3903954872404358,BPI|671
908,0.3900665674567263,TMEM25|84866
432,0.3898070385810218,IFT140|9742
286,0.3897381827256577,DSN1|79980
51,0.3897091717474272,ATAD2|29028
877,0.3893792093323247,TAF11|6882
201,0.38937103993088645,CHEK2|11200
218,0.3890048870101172,CMYA5|202333
549,0.3886451990122724,MASTL|84930
347,0.38838538448354876,FBXL17|64839
274,0.38820761814165555,DNAJC2|27000
651,0.3879046796997788,PCNA|5111
928,0.38785381073599634,TRPM8|79054
280,0.3875623456456847,DNMT3B|1789
536,0.38736530362267285,MAB21L1|4081
664,0.38662484519621443,PGLYRP4|57115
789,0.3864225104942265,SEMA3B|7869
92,0.38591017263394,C13orf27|93081
988,0.3855856013120765,ZIC4|84107
413,0.38501398266248404,GTPBP8|29083
377,0.3849696541997646,GART|2618
841,0.3842906216699133,SNX32|254122
893,0.38399909013630595,TGM1|7051
583,0.38368542456790916,MTERFD1|51001
517,0.3835181123168896,LOC100190939|100190939
555,0.382806703889288,MCM4|4173
145,0.38266924561533877,CAPN11|11131
532,0.38249617305751105,LRRC50|123872
196,0.38237502330597095,CGRRF1|10668
256,0.3821315645058965,DALRD3|55152
449,0.38207658134017464,ISL2|64843
429,0.38206383318849496,HSPA14|51182
140,0.38194823619927937,CA9|768
187,0.38187672834133035,CEBPB|1051
156,0.381054914691398,CCDC74B|91409
19,0.3808428498788184,ADD1|118
443,0.380473164116988,INA|9118
405,0.3803943863415555,GPRASP1|9737
373,0.3803557421031041,GALNT10|55568
230,0.38017007686941057,CPSF3|51692
214,0.3801247166239526,CLDN19|149461
221,0.37990528560987535,CNN1|1264
708,0.37964604933436275,PSME4|23198
587,0.379372699110839,MYO10|4651
811,0.3793163409810596,SKP2|6502
50,0.3792781281833646,ASTN2|23245
391,0.37915176391028343,GMPR2|51292
102,0.3791349435461814,C19orf51|352909
358,0.37888484905279646,FMO6P|388714
995,0.37835441159776295,ZNF467|168544
662,0.3782562484324578,PGGT1B|5229
453,0.377964330680648,KARS|3735
834,0.3776294086019377,SLC7A5|8140
856,0.3763066004655956,SSH3|54961
275,0.37619918686655257,DNAJC9|23234
493,0.3760180177899709,KLK7|5650
696,0.37583064248555775,PRKAB1|5564
957,0.3757650585804674,ULBP2|80328
139,0.3755180543620978,CA6|765
610,0.37539244230642166,NME5|8382
840,0.3753805917185939,SNRPG|6637
197,0.37525482433131374,CHAC2|494143
87,0.3751205992882359,C11orf82|220042
803,0.37483652440535,SGOL2|151246
257,0.37458132883224987,DAZAP2|9802
606,0.3741153687517068,NEK11|79858
641,0.37392882988548626,OSCP1|127700
707,0.37389372133795334,PSMD14|10213
325,0.3737473441865518,FAM161B|145483
925,0.3735541718359001,TRIML2|205860
209,0.37321787105940996,CIRH1A|84916
409,0.37279959431021825,GRPR|2925
732,0.3725871174331297,RAN|5901
771,0.37229317672289197,RSU1|6251
949,0.3718196429044938,UBE2E3|10477
285,0.3714662725992688,DSG1|1828
910,0.37099890292473064,TMEM62|80021
594,0.37094582261878495,NCAM2|4685
654,0.37077845261532116,PDE7A|5150
960,0.3707385347239961,UQCRHL|440567
463,0.3705777140595823,KCTD6|200845
632,0.3703773481204927,NXN|64359
452,0.3698914728081129,JKAMP|51528
906,0.36974485428279374,TMEM171|134285
142,0.36946314489203336,CACYBP|27101
513,0.36945840756753995,LMX1B|4010
283,0.36917130314071384,DSC3|1825
665,0.36884842139365925,PGM5|5239
199,0.3686284344693496,CHAF1B|8208
106,0.3684190809063365,C1orf112|55732
219,0.3682098115573117,CNGA1|1259
259,0.3681440370036728,DCAF13|25879
249,0.3673248212190563,CYBRD1|79901
237,0.3672104721691713,CSTB|1476
959,0.3665896912537458,UPF0639|400224
962,0.36632519748911035,USP30|84749
213,0.365618586017492,CLDN11|5010
578,0.3654434719211258,MRPL37|51253
633,0.3651473905071505,NXPH3|11248
715,0.3646981134386324,PTPRZ1|5803
822,0.36450582291984174,SLC39A9|55334
25,0.36415831488593137,ALAD|210
357,0.3638749373424344,FMO5|2330
823,0.363830607858813,SLC40A1|30061
871,0.3638084163541595,SYT17|51760
580,0.36366466759643107,MSH6|2956
943,0.3636439427506745,TUBA3D|113457
24,0.3629309554801663,AKR7A3|22977
854,0.36278481867610457,SRD5A1|6715
621,0.36256567619174823,NRIP2|83714
16,0.3616374856489161,ACVR1B|91
396,0.3604012531495204,GPIHBP1|338328
247,0.36022550660248726,CYB5D2|124936
659,0.3601547487329816,PEX11A|8800
473,0.3595515597145244,KIAA1609|57707
438,0.3592339196771485,IGFBP4|3487
828,0.3591481485867295,SLC6A11|6538
574,0.35886082578419704,MPHOSPH6|10200
279,0.35871169897602767,DNMBP|23268
490,0.35835901011801147,KLHDC9|126823
836,0.35806243534368454,SMG5|23381
352,0.3577079310307742,FGD3|89846
489,0.35675975607527316,KLHDC7A|127707
297,0.3560264574415538,EIF2C2|27161
38,0.35576152415196677,ANXA8L2|244
739,0.35472828964959224,RBM38|55544
753,0.3543712019571722,RHEB|6009
970,0.3541190357168766,WDR77|79084
359,0.3541141606779418,FNIP1|96459
231,0.35391910242492747,CRHR1|1394
82,0.35340308783472235,C10orf116|10974
72,0.3527172170095449,BECN1|8678
105,0.35245628678108315,C1orf106|55765
152,0.35162588826011815,CCDC129|223075
304,0.35123015581389305,EPB41L4A|64097
746,0.3511666381205482,RFC2|5982
462,0.3509107969788911,KCTD3|51133
579,0.3503873236723585,MRPL47|57129
627,0.3502503341164779,NUDT16|131870
61,0.3496494044961734,B3GNT4|79369
848,0.3493268329548551,SPATA20|64847
89,0.34800572507069444,C12orf11|55726
29,0.3466886121842802,ANKMY1|51281
935,0.34663296042478287,TTC28|23331
817,0.3465650467223006,SLC24A1|9187
295,0.34641448700131866,EDA2R|60401
55,0.34494623653524326,ATP5C1|509
270,0.34468190315259006,DMRTA2|63950
973,0.3444090592932647,WNK4|65266
53,0.3438340293204603,ATOH7|220202
121,0.3436669846400203,C6orf153|88745
769,0.34326346192143825,RPP40|10799
681,0.34312126384197855,PNPLA7|375775
690,0.3427702417335208,PPYR1|5540
470,0.34159912288191935,KIAA1407|57577
717,0.34130488442222917,PTTG3P|26255
329,0.3409938618179208,FAM179B|23116
120,0.3408934422898635,C5orf53|492311
421,0.34069753851498247,HIST1H2AH|85235
354,0.340182702764631,FLAD1|80308
77,0.3389996484987256,BRIX1|55299
920,0.3382763937331412,TRIM15|89870
880,0.3381718946452277,TBC1D7|51256
14,0.3380226406159052,ACTL6A|86
914,0.3377531709973053,TOX4|9878
9,0.3374221058008765,ABTB2|25841
73,0.33603674447137155,BHLHE40|8553
15,0.3353055164956928,ACTR3B|57180
366,0.33504149022685153,FSD1|79187
838,0.334318289355329,SNED1|25992
951,0.3337454032080498,UBE2V2|7336
225,0.3318930906264429,COL22A1|169044
54,0.3314404233934849,ATP1B3|483
934,0.33125237119125733,TTC18|118491
168,0.3305015126049632,CCT4|10575
704,0.3296227904155654,PSAPL1|768239
864,0.32898548725664356,SUGT1L1|283507
741,0.3282044108834745,RDH10|157506
813,0.3273700135871413,SLC16A1|6566
49,0.32622755210303955,ASNS|440
818,0.3259549122064852,SLC25A13|10165
790,0.32288581582728865,SEMA3C|10512
679,0.3190752005670069,PNO1|56902
576,0.31430160831950976,MPP7|143098
989,0.31244059701627075,ZMAT1|84460
298,0.3109471739550386,EIF2S2|8894
613,0.3096966990116686,NOP58|51602
986,0.30919177140150955,ZER1|10444
712,0.30657228363363626,PTGR2|145482
382,0.30324658685588546,GGH|8836
788,0.3020428067289773,SEH1L|81929
924,0.2894170731009084,TRIM43|129868
109,0.2688897184879523,C20orf114|92747
