feature_index,score,feature_name
108,0.7517909768592289,C1orf64|149563
21,0.747253337660754,AGR2|10551
151,0.7453875908096815,CCDC125|202243
380,0.7374188081560222,GFRA1|2674
161,0.733314373899024,CCKBR|887
891,0.7331573100073617,TFF1|7031
591,0.7322183108980794,NAT1|9
634,0.729788605592412,OCA2|4948
524,0.7263175497968537,LONRF2|164832
431,0.7252760132929787,IFRD1|3475
445,0.7210479742590168,INPP4B|8821
245,0.7207164964926404,CXorf49B|100132994
754,0.7198957024185622,RHOB|388
117,0.7197206159516951,C4orf34|201895
70,0.7167459178978636,BCL11A|53335
667,0.716570421967241,PGR|5241
346,0.7141286403761067,FBP1|2203
567,0.7139584672520914,MICALL1|85377
496,0.7114505533972049,KRT16|3868
692,0.6985450977931656,PRDM13|59336
996,0.6949206878985765,ZNF552|79818
773,0.6927720599256251,RUNDC1|146923
765,0.68984166290676,ROPN1B|152015
469,0.682829999256486,KIAA1370|56204
239,0.6803504108305709,CTPS|1503
269,0.6788513106111461,DMRT1|1761
940,0.676061704660379,TTLL4|9654
658,0.6756334845053443,PDSS1|23590
308,0.6743806696233601,ERGIC1|57222
859,0.6731993293379787,STAC|6769
69,0.673066556629745,BCAS1|8537
5,0.6691513844381075,ABCC8|6833
902,0.6678975589753404,TMBIM6|7009
748,0.667796762684752,RGMA|56963
251,0.6672910132545367,CYP2B7P1|1556
865,0.6667752224323927,SUOX|6821
184,0.6654895414649599,CDK2AP1|8099
171,0.6629274275008911,CDC123|8872
566,0.6622484883935061,MIA|8190
284,0.66131972855671,DSCC1|79075
200,0.6608806102103485,CHEK1|1111
30,0.6525822167768949,ANKRA2|57763
938,0.650640132947598,TTC8|123016
523,0.6491056350691186,LOC84856|84856
455,0.6479999715238292,KCNG1|3755
123,0.6471229414286056,C6orf211|79624
310,0.6461291894101636,ESYT3|83850
901,0.6449602401580434,TMBIM4|51643
721,0.6438283908375816,RABEP1|9135
619,0.6420224538753985,NR2E1|7101
407,0.6399248536545451,GREB1|9687
904,0.6383284311024965,TMCC2|9911
101,0.6357260720114655,C17orf28|283987
124,0.6339677969772468,C6orf218|221718
459,0.6332792787710267,KCNK5|8645
801,0.6332504211251179,SFT2D2|375035
338,0.6316833310942386,FAM72B|653820
451,0.6309347190015767,IVD|3712
952,0.6294795563382779,UBXN10|127733
584,0.6281640602347373,MTHFD1L|25902
749,0.6268996834077087,RGR|5995
31,0.6264058287903068,ANKRD30A|91074
104,0.6263348711439884,C1QL4|338761
718,0.6257977732427237,PTX3|5806
972,0.6230032188241926,WFS1|7466
84,0.6227614789873551,C10orf32|119032
657,0.6222111842685553,PDIA6|10130
416,0.6218256999927027,HAPLN3|145864
744,0.6215920714435608,REEP6|92840
71,0.6194012325896551,BCL2|596
281,0.618474551723408,DONSON|29980
626,0.6184385334953698,NUDT12|83594
335,0.6180863976223181,FAM63A|55793
119,0.6179077889311102,C5orf36|285600
745,0.6172325528829513,RERG|85004
824,0.6164663621700552,SLC43A3|29015
